algorithm,problem_id,run,generation,evaluation_start,evaluation_end,evaluations_this_generation,best_value,error,target_reached,operator_probabilities,operator_counts,metadata
bipop-cma-es,1,0,8299,150819,150847,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4353747157077114,""isotropic"":0.5646252842922888},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":12,""cma_isotropic"":16}","{""population_reduction_progress"":0.023338228095937347,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.023956081279671464}"
bipop-cma-es,1,0,8300,150847,150875,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.43364993455953443,""isotropic"":0.5663500654404655},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":9,""cma_isotropic"":19}","{""population_reduction_progress"":0.023416544297601566,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.024003509600012796}"
bipop-cma-es,1,0,8301,150875,150903,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4335950310701582,""isotropic"":0.5664049689298419},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":18,""cma_isotropic"":10}","{""population_reduction_progress"":0.023494860499265784,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.023947898743161816}"
bipop-cma-es,1,0,8302,150903,150931,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.40658565950041664,""isotropic"":0.5934143404995833},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":9,""cma_isotropic"":19}","{""population_reduction_progress"":0.023573176700930006,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02331959389812915}"
bipop-cma-es,1,0,8303,150931,150959,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4122597367193213,""isotropic"":0.5877402632806789},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":11,""cma_isotropic"":17}","{""population_reduction_progress"":0.023651492902594225,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.023702009348244304}"
bipop-cma-es,1,0,8304,150959,150987,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.41524527212481066,""isotropic"":0.5847547278751895},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.023729809104258443,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02346460082129051}"
bipop-cma-es,1,0,8305,150987,151015,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4201002769873289,""isotropic"":0.5798997230126711},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":14,""cma_isotropic"":14}","{""population_reduction_progress"":0.02380812530592266,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.024046190938869137}"
bipop-cma-es,1,0,8306,151015,151043,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.42062812257302457,""isotropic"":0.5793718774269755},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":11,""cma_isotropic"":17}","{""population_reduction_progress"":0.023886441507586884,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.025247560851170345}"
bipop-cma-es,1,0,8307,151043,151071,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.42248088820485064,""isotropic"":0.5775191117951495},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.023964757709251102,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.025572700562532604}"
bipop-cma-es,1,0,8308,151071,151099,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.42271854374451817,""isotropic"":0.577281456255482},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":15,""cma_isotropic"":13}","{""population_reduction_progress"":0.02404307391091532,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.025842366310279936}"
bipop-cma-es,1,0,8309,151099,151127,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4233325975147058,""isotropic"":0.5766674024852942},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":11,""cma_isotropic"":17}","{""population_reduction_progress"":0.02412139011257954,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02603706014087587}"
bipop-cma-es,1,0,8310,151127,151155,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4290174653091018,""isotropic"":0.5709825346908983},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":4,""cma_isotropic"":24}","{""population_reduction_progress"":0.02419970631424376,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.026309632829892203}"
bipop-cma-es,1,0,8311,151155,151183,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4339418902662351,""isotropic"":0.566058109733765},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":12,""cma_isotropic"":16}","{""population_reduction_progress"":0.02427802251590798,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.026517004585194785}"
bipop-cma-es,1,0,8312,151183,151211,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.43233451116130395,""isotropic"":0.5676654888386962},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":11,""cma_isotropic"":17}","{""population_reduction_progress"":0.024356338717572198,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.026229138917205165}"
bipop-cma-es,1,0,8313,151211,151239,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4301699695958588,""isotropic"":0.5698300304041414},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.024434654919236416,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.026678678899706154}"
bipop-cma-es,1,0,8314,151239,151267,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.430421367224566,""isotropic"":0.5695786327754342},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":8,""cma_isotropic"":20}","{""population_reduction_progress"":0.024512971120900635,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.027841084364729523}"
bipop-cma-es,1,0,8315,151267,151295,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4304519477076134,""isotropic"":0.5695480522923866},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.024591287322564857,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.028157801925183856}"
bipop-cma-es,1,0,8316,151295,151323,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.43101571277879847,""isotropic"":0.5689842872212016},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":17,""cma_isotropic"":11}","{""population_reduction_progress"":0.024669603524229075,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02829039518909345}"
bipop-cma-es,1,0,8317,151323,151351,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.40726215471964494,""isotropic"":0.592737845280355},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.024747919725893294,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.028170302887364475}"
bipop-cma-es,1,0,8318,151351,151379,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.41548450366639234,""isotropic"":0.5845154963336078},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":16,""cma_isotropic"":12}","{""population_reduction_progress"":0.024826235927557512,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02739477713335643}"
bipop-cma-es,1,0,8319,151379,151407,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.39106133676205757,""isotropic"":0.6089386632379424},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":8,""cma_isotropic"":20}","{""population_reduction_progress"":0.024904552129221734,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.027364130050790213}"
bipop-cma-es,1,0,8320,151407,151435,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4028477291936706,""isotropic"":0.5971522708063295},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":13,""cma_isotropic"":15}","{""population_reduction_progress"":0.024982868330885952,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02698855785917392}"
bipop-cma-es,1,0,8321,151435,151463,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.41091354667098534,""isotropic"":0.5890864533290147},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":14,""cma_isotropic"":14}","{""population_reduction_progress"":0.02506118453255017,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.026901936756892182}"
bipop-cma-es,1,0,8322,151463,151491,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4105580451275459,""isotropic"":0.5894419548724542},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":16,""cma_isotropic"":12}","{""population_reduction_progress"":0.02513950073421439,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.026762072018567264}"
bipop-cma-es,1,0,8323,151491,151519,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.3845623051868909,""isotropic"":0.6154376948131092},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.02521781693587861,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.026982503489805385}"
bipop-cma-es,1,0,8324,151519,151547,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.39868476988511214,""isotropic"":0.601315230114888},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":8,""cma_isotropic"":20}","{""population_reduction_progress"":0.02529613313754283,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.027324665477052944}"
bipop-cma-es,1,0,8325,151547,151575,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4071311190642023,""isotropic"":0.5928688809357977},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":13,""cma_isotropic"":15}","{""population_reduction_progress"":0.025374449339207048,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02757971569375593}"
bipop-cma-es,1,0,8326,151575,151603,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4097191412263454,""isotropic"":0.5902808587736547},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":11,""cma_isotropic"":17}","{""population_reduction_progress"":0.025452765540871267,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02794579339736297}"
bipop-cma-es,1,0,8327,151603,151631,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4107404631484424,""isotropic"":0.5892595368515575},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.02553108174253549,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.027976330596514738}"
bipop-cma-es,1,0,8328,151631,151659,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.41636839456743097,""isotropic"":0.583631605432569},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":14,""cma_isotropic"":14}","{""population_reduction_progress"":0.025609397944199707,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.027966294614019078}"
bipop-cma-es,1,0,8329,151659,151687,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.39410882380819756,""isotropic"":0.6058911761918027},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.025687714145863925,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02822182686968833}"
bipop-cma-es,1,0,8330,151687,151715,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.40464468543937687,""isotropic"":0.5953553145606232},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":11,""cma_isotropic"":17}","{""population_reduction_progress"":0.025766030347528144,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.027909699317776145}"
bipop-cma-es,1,0,8331,151715,151743,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4119157970012512,""isotropic"":0.588084202998749},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":8,""cma_isotropic"":20}","{""population_reduction_progress"":0.025844346549192366,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.028804107508102087}"
bipop-cma-es,1,0,8332,151743,151771,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.42035945749866743,""isotropic"":0.5796405425013327},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":11,""cma_isotropic"":17}","{""population_reduction_progress"":0.025922662750856584,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.028894607674244097}"
bipop-cma-es,1,0,8333,151771,151799,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4260561891522301,""isotropic"":0.5739438108477699},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":8,""cma_isotropic"":20}","{""population_reduction_progress"":0.026000978952520803,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.029023278242474103}"
bipop-cma-es,1,0,8334,151799,151827,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.43163201309572985,""isotropic"":0.5683679869042703},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.02607929515418502,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02944931524786459}"
bipop-cma-es,1,0,8335,151827,151855,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4338553834396003,""isotropic"":0.5661446165603997},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":16,""cma_isotropic"":12}","{""population_reduction_progress"":0.02615761135584924,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.029010958736333737}"
bipop-cma-es,1,0,8336,151855,151883,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4311887583913106,""isotropic"":0.5688112416086896},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":14,""cma_isotropic"":14}","{""population_reduction_progress"":0.02623592755751346,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.028482714940262575}"
bipop-cma-es,1,0,8337,151883,151911,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.40906012061253433,""isotropic"":0.5909398793874658},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":15,""cma_isotropic"":13}","{""population_reduction_progress"":0.02631424375917768,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.027864987038014814}"
bipop-cma-es,1,0,8338,151911,151939,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4061974666966677,""isotropic"":0.5938025333033324},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.0263925599608419,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.027544358397215744}"
bipop-cma-es,1,0,8339,151939,151967,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.41611630765036567,""isotropic"":0.5838836923496343},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":14,""cma_isotropic"":14}","{""population_reduction_progress"":0.026470876162506117,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.0276595556984687}"
bipop-cma-es,1,0,8340,151967,151995,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.394238128880799,""isotropic"":0.6057618711192011},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":14,""cma_isotropic"":14}","{""population_reduction_progress"":0.02654919236417034,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02753838142126517}"
bipop-cma-es,1,0,8341,151995,152023,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.39977262083230103,""isotropic"":0.600227379167699},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":9,""cma_isotropic"":19}","{""population_reduction_progress"":0.026627508565834557,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02771394781533089}"
bipop-cma-es,1,0,8342,152023,152051,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4111441604719517,""isotropic"":0.5888558395280484},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.026705824767498776,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02814402411160904}"
bipop-cma-es,1,0,8343,152051,152079,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4176388291947854,""isotropic"":0.5823611708052147},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":13,""cma_isotropic"":15}","{""population_reduction_progress"":0.026784140969162994,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.028284001069976233}"
bipop-cma-es,1,0,8344,152079,152107,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.42510779099664625,""isotropic"":0.5748922090033539},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":15,""cma_isotropic"":13}","{""population_reduction_progress"":0.026862457170827216,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.02802223104706962}"
bipop-cma-es,1,0,8345,152107,152135,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4003625343214449,""isotropic"":0.5996374656785551},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.026940773372491435,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.028136270049687592}"
bipop-cma-es,1,0,8346,152135,152163,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.40490574165144894,""isotropic"":0.5950942583485511},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.027019089574155653,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.028808912446286788}"
bipop-cma-es,1,0,8347,152163,152191,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.41288650413976846,""isotropic"":0.5871134958602315},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.02709740577581987,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.029356326337769776}"
bipop-cma-es,1,0,8348,152191,152219,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4227307004469071,""isotropic"":0.577269299553093},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":11,""cma_isotropic"":17}","{""population_reduction_progress"":0.027175721977484094,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.030101210666917223}"
bipop-cma-es,1,0,8349,152219,152247,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4289991110762802,""isotropic"":0.57100088892372},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":12,""cma_isotropic"":16}","{""population_reduction_progress"":0.027254038179148312,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.03169343537512392}"
bipop-cma-es,1,0,8350,152247,152275,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4328926297554184,""isotropic"":0.5671073702445816},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":9,""cma_isotropic"":19}","{""population_reduction_progress"":0.02733235438081253,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.032962123447731674}"
bipop-cma-es,1,0,8351,152275,152303,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.43579979407275327,""isotropic"":0.5642002059272468},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":9,""cma_isotropic"":19}","{""population_reduction_progress"":0.02741067058247675,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.03452209573984471}"
bipop-cma-es,1,0,8352,152303,152331,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4372992296198506,""isotropic"":0.5627007703801494},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":6,""cma_isotropic"":22}","{""population_reduction_progress"":0.02748898678414097,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.036695942083060304}"
bipop-cma-es,1,0,8353,152331,152359,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.43858452354467026,""isotropic"":0.5614154764553297},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":10,""cma_isotropic"":18}","{""population_reduction_progress"":0.02756730298580519,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.037250594802042285}"
bipop-cma-es,1,0,8354,152359,152387,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.438886669739576,""isotropic"":0.5611133302604239},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":9,""cma_isotropic"":19}","{""population_reduction_progress"":0.027645619187469408,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.03739799949870546}"
bipop-cma-es,1,0,8355,152387,152415,28,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4399713912199625,""isotropic"":0.5600286087800376},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":12,""cma_isotropic"":16}","{""population_reduction_progress"":0.027723935389133626,""population_size"":28,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.03777457473563318}"
bipop-cma-es,1,0,8356,152415,152442,27,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.43672765371683514,""isotropic"":0.5632723462831649},""restart_regime"":{""large_population"":0.633576896833748,""small_population"":0.36642310316625204}}","{""cma_covariance"":9,""cma_isotropic"":18}","{""population_reduction_progress"":0.027802251590797845,""population_size"":27,""population_size_min"":10,""population_size_start"":28,""restart_index"":4,""restart_regime"":0,""sigma"":0.038025299892788064}"
